edad,fecha_nacimiento,jugador
NA,NA,gasta³n silva
NA,NA,capilla
27 años,16 de febrero de 1995,janis ikaunieks
26 años,20 de febrero de 1996,leonardo fontanesi
29 años,10 de marzo de 1993,jack butland
30 años,6 de julio de 1992,rico strieder
28 años,15 de junio de 1994,lukas gortler
34 años,11 de diciembre de 1988,tocha©
41 años,29 de septiembre de 1981,julien cardy
46 años,20 de abril de 1976,shay given
26 años,6 de septiembre de 1996,sebastiano luperto
25 años,30 de septiembre de 1997,gian filippo felicioli
25 años,12 de mayo de 1997,taylor moore
25 años,7 de febrero de 1997,nicolas barella
25 años,7 de febrero de 1997,nicolo barella
25 años,1 de octubre de 1997,mattia vitale
NA,NA,unai la³pez
21 años,9 de enero de 2001,antonio marin
32 años,29 de mayo de 1990,sebastien wuthrich
26 años,23 de enero de 1996,ruben loftuscheek
28 años,9 de julio de 1994,luka djordjevic
26 años,12 de noviembre de 1996,reece gregocox
26 años,20 de septiembre de 1996,jerome sinclair
26 años,17 de marzo de 1996,brendan galloway
28 años,4 de febrero de 1994,quentin lecoeuche
26 años,21 de junio de 1996,accursio bentivegna
41 años,14 de enero de 1981,borja fernandez
27 años,20 de abril de 1995,fran serrano
26 años,26 de mayo de 1996,lukas haraslin
25 años,28 de junio de 1997,aleix garcia serrano
23 años,17 de diciembre de 1998,martin odegaard
28 años,14 de septiembre de 1994,leo dubois
25 años,18 de noviembre de 1997,olivier boscagli
26 años,5 de enero de 1996,zinedine machach
27 años,28 de mayo de 1995,mamadou ndiaye
28 años,9 de julio de 1994,jonathan bijimine
27 años,18 de noviembre de 1995,brandon comley
26 años,10 de abril de 1996,andreas christensen
30 años,17 de junio de 1992,fredrik ulvestad
30 años,23 de septiembre de 1992,jed steer
28 años,5 de agosto de 1994,valerio rosseti
26 años,7 de febrero de 1996,alessandro mastalli
NA,NA,nicola² barella
26 años,8 de abril de 1996,mirko esposito
26 años,23 de junio de 1996,davide di molfetta
25 años,10 de noviembre de 1997,federico dimarco
41 años,26 de enero de 1981,walter bressan
26 años,12 de marzo de 1996,sehrou guirassy
29 años,6 de abril de 1993,ibrahim amadou
35 años,2 de abril de 1987,marc pugh
30 años,27 de febrero de 1992,callum wilson
35 años,7 de septiembre de 1987,tommy elphick
33 años,10 de septiembre de 1989,matt ritchie
36 años,20 de agosto de 1986,andrew surman
31 años,19 de abril de 1991,steve cook
34 años,10 de octubre de 1988,rudy gestede
37 años,16 de febrero de 1985,simon francis
41 años,8 de noviembre de 1981,yann kermorgant
34 años,25 de junio de 1988,miguel layun
33 años,6 de febrero de 1989,craig cathcart
34 años,29 de junio de 1988,troy deeney
36 años,29 de junio de 1986,jurado
34 años,3 de enero de 1988,ikechi anya
35 años,8 de julio de 1987,juan carlos paredes
36 años,29 de marzo de 1986,cheikh ndoye
34 años,12 de junio de 1988,romain thomas
32 años,26 de marzo de 1990,romain saiss
32 años,24 de marzo de 1990,billy ketkeophomphone
27 años,16 de abril de 1995,rami bensebaini
33 años,3 de mayo de 1989,yoann andreu
39 años,3 de abril de 1983,ludovic butelle
31 años,20 de marzo de 1991,slimane sissoko
28 años,29 de septiembre de 1994,steve mounie
33 años,10 de julio de 1989,vincent manceau
27 años,7 de mayo de 1995,seko fofana
33 años,5 de agosto de 1989,ermir lenjani
33 años,6 de enero de 1989,john tshibumbu lungeny
33 años,21 de febrero de 1989,pablo martinez
32 años,14 de enero de 1990,yoann court
33 años,30 de mayo de 1989,jules goda
30 años,8 de diciembre de 1992,amos youga
28 años,21 de abril de 1994,mory kone
35 años,2 de septiembre de 1987,mohamed wael larbi
34 años,5 de julio de 1988,henri bienvenu
38 años,1 de julio de 1984,chaouki ben saada
35 años,24 de abril de 1987,khalid boutaib
35 años,24 de noviembre de 1987,jeremain lens
33 años,11 de octubre de 1989,maxime le marchand
31 años,19 de julio de 1991,jean seri
31 años,25 de mayo de 1991,guido carrillo
32 años,6 de enero de 1990,nill de pauw
28 años,14 de septiembre de 1994,la©o dubois
32 años,14 de marzo de 1990,kolbeinn sigthorsson
34 años,12 de enero de 1988,lewis grabban
28 años,13 de febrero de 1994,memphis depay
26 años,11 de abril de 1996,dele alli
27 años,13 de febrero de 1995,georgeskevin nkoudou
28 años,2 de diciembre de 1994,karim rekik
30 años,27 de enero de 1992,hamari traore
31 años,31 de agosto de 1991,cedric soares
32 años,11 de noviembre de 1990,georginio wijnaldum
28 años,8 de agosto de 1994,chancel mbemba
33 años,25 de septiembre de 1989,cuco martina
28 años,16 de septiembre de 1994,aleksandar mitrovic
28 años,11 de noviembre de 1994,denis bouanga
25 años,23 de mayo de 1997,joseph gomez
23 años,16 de diciembre de 1998,reece oxford
33 años,22 de abril de 1989,james mcclean
32 años,14 de septiembre de 1990,douglas costa
28 años,12 de septiembre de 1994,gideon jung
28 años,18 de abril de 1994,michael gregoritsch
37 años,11 de diciembre de 1985,aytac sulu
30 años,31 de marzo de 1992,christian mathenia
33 años,27 de enero de 1989,florian jungwirth
37 años,16 de noviembre de 1985,marco sailer
34 años,26 de junio de 1988,jerome gondorf
36 años,12 de febrero de 1986,marcel heller
37 años,27 de noviembre de 1985,dominik strohengel
33 años,27 de junio de 1989,tobias kempe
32 años,24 de octubre de 1990,florian niederlechner
37 años,25 de septiembre de 1985,marvin matip
31 años,15 de junio de 1991,pascal gross
33 años,8 de enero de 1989,fabian frei
36 años,20 de junio de 1986,moritz hartmann
31 años,4 de febrero de 1991,mathew leckie
34 años,27 de julio de 1988,konstantin engel
31 años,28 de marzo de 1991,lukas hinterseer
33 años,4 de julio de 1989,benjamin hubner
38 años,28 de junio de 1984,ramazan ozcan
30 años,15 de julio de 1992,yoshinori muto
27 años,9 de abril de 1995,robert bauer
36 años,9 de agosto de 1986,romain bregerie
28 años,13 de febrero de 1994,jonathan correia
34 años,24 de mayo de 1988,denis petric
29 años,30 de septiembre de 1993,philipp max
30 años,19 de diciembre de 1991,steven berghuis
38 años,24 de marzo de 1984,benoit assouekotto
27 años,15 de enero de 1995,marvin schulz
27 años,8 de septiembre de 1995,julian weigl
30 años,25 de abril de 1992,pavel kaderabek
40 años,2 de marzo de 1982,kevin kuranyi
30 años,20 de diciembre de 1991,fabian schar
31 años,24 de agosto de 1991,mark uth
33 años,21 de enero de 1989,ferebory dore
25 años,9 de abril de 1997,enock kwateng
29 años,1 de mayo de 1993,jeanpierre nsame
28 años,8 de marzo de 1994,duncan watmore
33 años,23 de marzo de 1989,ericmaxim choupomoting
26 años,11 de enero de 1996,ulisses garcia
32 años,10 de noviembre de 1990,aron johannsson
27 años,7 de agosto de 1995,florian grillitsch
29 años,5 de septiembre de 1993,patrick bamford
31 años,23 de noviembre de 1991,moryke fofana
31 años,6 de septiembre de 1991,jacques zoua
25 años,16 de junio de 1997,jeankevin augustin
33 años,25 de febrero de 1989,roderic filippi
27 años,9 de octubre de 1995,joel gerezgiher
29 años,1 de septiembre de 1993,jan kliment
32 años,10 de julio de 1990,eunan okane
36 años,7 de septiembre de 1986,charlie daniels
33 años,12 de enero de 1989,lee tomlin
31 años,29 de abril de 1991,adam smith
27 años,16 de abril de 1995,ramy bensebaini
29 años,28 de enero de 1993,john brooks
33 años,29 de septiembre de 1989,yevhen konoplyanka
29 años,8 de agosto de 1993,julien begue
26 años,10 de abril de 1996,lassana coulibaly
30 años,16 de febrero de 1992,andre ramalho
33 años,27 de abril de 1989,junior caicara
26 años,26 de enero de 1996,zakaria bakkali
35 años,2 de noviembre de 1987,dani castellano
28 años,10 de noviembre de 1994,oliver torres
35 años,28 de abril de 1987,hernan
30 años,28 de enero de 1992,sergio araujo
33 años,16 de diciembre de 1988,david simon
46 años,31 de agosto de 1976,roque
36 años,3 de octubre de 1986,jackson martaa­nez
35 años,2 de noviembre de 1987,javi castellano
31 años,27 de enero de 1991,raul lizoain
34 años,31 de agosto de 1988,vicente gomez
27 años,9 de marzo de 1995,angel correa
NA,NA,somalia
36 años,18 de marzo de 1986,jaba kankava
28 años,1 de julio de 1994,alex ferrari
32 años,17 de marzo de 1990,marco crimi
37 años,22 de diciembre de 1984,matteo mancosu
27 años,4 de enero de 1995,ricardo kishna
28 años,2 de enero de 1994,adam masina
30 años,6 de octubre de 1992,marios oikonomou
28 años,15 de enero de 1994,erick pulgar
27 años,27 de febrero de 1995,sergej milinkovicsavic
29 años,15 de agosto de 1993,dominique heintz
33 años,31 de marzo de 1989,syam ben youssef
28 años,16 de febrero de 1994,wallyson mallmann
28 años,20 de marzo de 1994,alexandre mendy
31 años,8 de octubre de 1991,raillo
31 años,8 de octubre de 1991,raullo
29 años,29 de octubre de 1993,burgui
29 años,11 de febrero de 1993,ian gonzalez
37 años,11 de enero de 1985,guy ngosso massouma
35 años,13 de octubre de 1987,goran karanovic
33 años,24 de noviembre de 1989,lukas hradecky
35 años,12 de mayo de 1987,darren randolph
30 años,19 de septiembre de 1992,diego reyes
28 años,24 de octubre de 1994,bruma
28 años,19 de diciembre de 1993,ali adnan
29 años,3 de agosto de 1993,matteo politano
31 años,26 de junio de 1991,diego falcinelli
33 años,7 de diciembre de 1989,danny latza
26 años,9 de febrero de 1996,olivier ntcham
32 años,15 de septiembre de 1990,darko lazovic
30 años,5 de septiembre de 1992,aleksandar trajkovski
34 años,16 de febrero de 1988,diego capel
25 años,10 de mayo de 1997,giuseppe panico
30 años,28 de junio de 1992,oscar hiljemark
26 años,28 de enero de 1996,milan gajic
24 años,17 de abril de 1998,kevin soni
27 años,8 de agosto de 1995,jerome prior
24 años,6 de abril de 1998,nahuel
31 años,27 de junio de 1991,germa¡n pezzella
31 años,27 de junio de 1991,german pezzella
26 años,7 de agosto de 1996,dani ceballos
31 años,29 de marzo de 1991,marten de roon
25 años,24 de febrero de 1997,rey manaj
34 años,23 de junio de 1988,simao mate
27 años,25 de julio de 1995,ruben blanco
NA,NA,na©stor
25 años,20 de septiembre de 1997,assane diousse
33 años,20 de diciembre de 1988,luca martinelli
32 años,12 de noviembre de 1990,nicola rigoni
37 años,5 de febrero de 1985,ronaldo
37 años,22 de agosto de 1985,marco zambelli
28 años,27 de diciembre de 1993,pierreyves polomat
29 años,8 de junio de 1993,luca paganini
31 años,20 de febrero de 1991,robert gucher
31 años,14 de septiembre de 1991,roberto crivello
29 años,4 de febrero de 1993,mirko gori
36 años,20 de agosto de 1986,massimiliano carlini
34 años,26 de febrero de 1988,matteo ciofani
33 años,27 de noviembre de 1989,stefan lex
32 años,10 de septiembre de 1990,orjan nyland
35 años,12 de abril de 1987,luiz adriano
29 años,3 de noviembre de 1993,rodrigo ely
34 años,5 de enero de 1988,nikola kalinic
33 años,5 de junio de 1989,gilberto
32 años,12 de julio de 1990,miguel angel guerrero
31 años,9 de julio de 1991,jony
53 años,22 de diciembre de 1968,luis hernandez
35 años,25 de marzo de 1987,alberto lora
32 años,12 de julio de 1990,miguel angel guerrero 
53 años,22 de diciembre de 1968,luis herna¡ndez
28 años,27 de mayo de 1994,tyias browning
32 años,29 de junio de 1990,gaetano letizia
30 años,10 de agosto de 1992,kevin lasagna
27 años,26 de febrero de 1995,david ivan
32 años,28 de abril de 1990,riccardo gagliolo
34 años,14 de enero de 1988,kamil wilczek
33 años,16 de agosto de 1989,antonio di gaudio
37 años,9 de julio de 1985,ben watson
30 años,4 de enero de 1992,sabin
41 años,11 de febrero de 1981,aduriz
28 años,28 de marzo de 1994,elustondo
32 años,22 de marzo de 1990,eraso
33 años,14 de abril de 1989,de marcos
42 años,19 de agosto de 1980,gurpegi
27 años,17 de mayo de 1995,salva ruiz
36 años,24 de mayo de 1986,saul berjon
29 años,27 de marzo de 1993,gonzalo escalante
32 años,2 de enero de 1990,edgar ma©ndez
30 años,25 de agosto de 1992,borja baston
29 años,13 de enero de 1993,uffe bech
29 años,3 de mayo de 1993,alex pritchard
31 años,4 de abril de 1991,william remy
28 años,17 de enero de 1994,quentin cornette
26 años,18 de junio de 1996,alen halilovic
35 años,16 de abril de 1987,markus suttner
31 años,10 de julio de 1991,raffaele maiello
29 años,15 de febrero de 1993,manuel lanzini
26 años,8 de febrero de 1996,kenedy
37 años,26 de julio de 1985,francisco molinero
27 años,29 de junio de 1995,joe dodoo
30 años,11 de febrero de 1992,filippo falco
26 años,3 de octubre de 1996,kelechi iheanacho
29 años,6 de julio de 1993,jonathan rodriguez
32 años,8 de diciembre de 1990,lorenzo lollo
30 años,20 de julio de 1992,matteo fedele
28 años,7 de octubre de 1994,wanderson
35 años,31 de octubre de 1987,etxeita
28 años,30 de diciembre de 1993,aketxe
32 años,4 de agosto de 1990,aljaz struna
29 años,2 de noviembre de 1993,edoardo goldaniga
36 años,3 de octubre de 1986,jackson martinez
40 años,4 de agosto de 1982,rubinho
34 años,6 de mayo de 1988,leonardo blanchard
37 años,31 de julio de 1985,daniel ciofani
NA,NA,juan emmanuel culio
37 años,10 de agosto de 1985,pablo
31 años,5 de marzo de 1991,ramiro funes mori
21 años,23 de agosto de 2001,jaume
27 años,29 de septiembre de 1995,jordan leborgne
31 años,26 de enero de 1991,alex sandro
33 años,15 de diciembre de 1988,toni sunjic
28 años,26 de abril de 1994,odisseas vlachodimos
25 años,7 de septiembre de 1997,arianit ferati
35 años,15 de abril de 1987,pierrick capelle
33 años,26 de noviembre de 1989,junior stanislas
37 años,22 de noviembre de 1985,dieumerci mbokani
34 años,22 de abril de 1988,daniel pavlovic
29 años,6 de octubre de 1993,ricardo pereira
32 años,16 de mayo de 1990,mickael le bihan
31 años,17 de junio de 1991,robert beric
33 años,29 de mayo de 1989,petros
39 años,26 de junio de 1983,felipe melo
29 años,15 de diciembre de 1992,alex telles
30 años,30 de octubre de 1992,adnane tighadouini
28 años,3 de marzo de 1994,gaetano monachello
NA,NA,cla©ment maury
35 años,8 de junio de 1987,issiar dia
32 años,10 de enero de 1990,stefan scepovic
29 años,4 de mayo de 1993,inigo lekue
33 años,30 de mayo de 1989,san jose
28 años,6 de marzo de 1994,wesley hoedt
NA,NA,david sima³n
30 años,1 de octubre de 1992,jerry mbakogu
35 años,25 de agosto de 1987,raffaele bianco
28 años,2 de marzo de 1994,uros djurdjevic
24 años,22 de enero de 1998,pedro pereira
37 años,29 de septiembre de 1985,niklas moisander
28 años,17 de octubre de 1994,bernard mensah
27 años,3 de julio de 1995,mike maignan
26 años,26 de abril de 1996,jordan siebatcheu
27 años,8 de febrero de 1995,joshua kimmich
28 años,8 de noviembre de 1994,doria
26 años,21 de enero de 1996,marco asensio
32 años,28 de marzo de 1990,michail antonio
31 años,21 de febrero de 1991,molla wagua©
33 años,1987–2020,anele ngcongca
26 años,6 de diciembre de 1996,davide calabria
30 años,9 de noviembre de 1992,michael jordan nkololo
34 años,29 de febrero de 1988,balenziaga
31 años,8 de julio de 1991,virgil van dijk
25 años,23 de febrero de 1997,benjamin henrichs
31 años,31 de julio de 1991,kevin malcuit
30 años,6 de junio de 1992,birama toura©
37 años,9 de febrero de 1985,alberto garca­a
38 años,1 de enero de 1984,guerrero
25 años,17 de julio de 1997,amadou diawara
NA,NA,antonio ra¼diger
33 años,11 de noviembre de 1989,zargo toure
26 años,28 de diciembre de 1995,rony lopes
28 años,25 de octubre de 1994,jefferson lerma
27 años,18 de diciembre de 1994,gerard gumbau
39 años,14 de septiembre de 1983,olivier auriac
41 años,6 de junio de 1981,charles diers
33 años,9 de abril de 1989,aderlan santos
26 años,21 de enero de 1996,aldo kalulu
30 años,9 de mayo de 1992,rachid
33 años,9 de abril de 1989,castro
29 años,22 de abril de 1993,filip helander
27 años,16 de junio de 1995,mattia zaccagni
29 años,16 de noviembre de 1993,david junca
40 años,7 de noviembre de 1982,alessandro frara
25 años,3 de enero de 1997,jeremie boga
37 años,20 de noviembre de 1985,clement maury
38 años,18 de junio de 1984,louis poggi
26 años,30 de julio de 1996,alessandro piu
38 años,5 de enero de 1984,uche
27 años,19 de abril de 1995,kevin mbabu
34 años,18 de octubre de 1988,wilfried moimbe
34 años,18 de octubre de 1988,wilfried moimba©
27 años,30 de enero de 1995,marcel hilssner
34 años,19 de noviembre de 1988,william vainqueur
27 años,26 de septiembre de 1995,dejan drazic
26 años,22 de febrero de 1996,pablo fornals
27 años,16 de noviembre de 1995,andre zambo anguissa
21 años,4 de julio de 2001,varela
25 años,17 de abril de 1997,jorge mere
29 años,18 de marzo de 1993,noblejas
32 años,31 de mayo de 1990,pape paye
42 años,10 de junio de 1980,matuzalem
33 años,8 de marzo de 1989,iturraspe
30 años,20 de septiembre de 1992,rober correa
28 años,20 de marzo de 1994,mamadou sylla
29 años,14 de agosto de 1993,luca bittante
28 años,15 de marzo de 1994,alvaro medra¡n
29 años,11 de noviembre de 1993,jamaal lascelles
26 años,25 de septiembre de 1996,max christiansen
37 años,9 de febrero de 1985,alberto garcia
39 años,7 de abril de 1983,franck hery
31 años,18 de marzo de 1991,marcel buchel
29 años,7 de octubre de 1993,rade krunic
26 años,5 de marzo de 1996,boschilia
26 años,11 de noviembre de 1996,adam ounas
29 años,4 de septiembre de 1993,yannick carrasco
31 años,9 de mayo de 1991,davide bertoncini
30 años,9 de septiembre de 1992,philipp klement
25 años,11 de abril de 1997,suat serdar
34 años,28 de noviembre de 1988,arnold bouka moutou
NA,NA,borja basta³n
31 años,27 de junio de 1991,jordy clasie
37 años,31 de enero de 1985,adam federici
33 años,30 de mayo de 1989,san josa©
32 años,6 de junio de 1990,vid belec
29 años,17 de mayo de 1993,rodrigue ninga
36 años,3 de octubre de 1986,jackson marta­nez
31 años,12 de noviembre de 1991,roberto inglese
37 años,25 de febrero de 1985,nauzet aleman
39 años,18 de mayo de 1983,gary oneil
31 años,20 de junio de 1991,philip heise
42 años,10 de junio de 1980,matuzala©m
28 años,27 de marzo de 1994,yoann cardinale
NA,NA,soma¡lia
NA,NA,somaa¡lia
35 años,1 de mayo de 1987,saidi ntibazonkiza
28 años,2 de agosto de 1994,emil krafth
NA,NA,mart ristl
25 años,15 de julio de 1997,erin pinheiro
25 años,18 de abril de 1997,paul bernardoni
32 años,20 de septiembre de 1990,tana
25 años,21 de abril de 1997,mikel oyarzabal
35 años,6 de junio de 1987,adriano russo
30 años,1 de marzo de 1992,mendi
23 años,25 de febrero de 1999,gianluigi donnarumma
30 años,7 de septiembre de 1992,gaston brugman
NA,NA,marcel ba¼chel
35 años,25 de enero de 1987,youssouf mulumbu
27 años,23 de enero de 1995,lukas frode
37 años,18 de agosto de 1985,fabio espinho
41 años,12 de junio de 1981,massimo zappino
25 años,28 de marzo de 1997,yaw yeboah
32 años,28 de diciembre de 1989,harry arter
25 años,27 de abril de 1997,josh onomah
25 años,23 de diciembre de 1996,alexis alegue elandi
38 años,5 de enero de 1984,diego gomez
25 años,15 de mayo de 1997,ousmane dembele
26 años,13 de enero de 1996,yanni regasel
NA,NA,vicente ga³mez
36 años,14 de octubre de 1986,jeansylvain babin
24 años,15 de junio de 1998,hachim mastour
32 años,17 de enero de 1990,karim azamoum
33 años,24 de septiembre de 1989,lorenzo pasciuti
26 años,29 de marzo de 1996,romain del castillo
29 años,6 de julio de 1993,jonathan rodra­guez
NA,NA,abdoulaye toura©
28 años,3 de marzo de 1994,abdoulaye toure
25 años,2 de febrero de 1997,sadiq umar
29 años,17 de mayo de 1993,casimir ninga
32 años,8 de junio de 1990,hugo rodriguez
27 años,19 de febrero de 1995,nolan mbemba
27 años,9 de agosto de 1995,lucamilan zander
24 años,6 de enero de 1998,ismail azzaoui
25 años,9 de septiembre de 1997,javi ontiveros
26 años,19 de enero de 1996,lyes houri
25 años,31 de mayo de 1997,adalberto penaranda
32 años,26 de febrero de 1990,sergi enrich
25 años,3 de mayo de 1997,luca checchin
32 años,27 de febrero de 1990,hicham mlaab
27 años,18 de agosto de 1995,dani ndi
25 años,9 de enero de 1997,issa diop
23 años,23 de enero de 1999,alban lafont
29 años,8 de septiembre de 1993,alexander hack
27 años,8 de febrero de 1995,mijat gacinovic
NA,NA,saul berja³n
24 años,13 de junio de 1998,ronael pierre gabriel
33 años,21 de febrero de 1989,vadis odjidjaofoe
24 años,12 de junio de 1998,jeanvictor makengo
30 años,8 de abril de 1992,mat ryan
29 años,26 de julio de 1993,boris tashchy
25 años,9 de mayo de 1997,paulin puel
29 años,16 de agosto de 1993,stephan raheriharimanana
25 años,29 de abril de 1997,lucas tousart
31 años,16 de enero de 1991,declan rudd
26 años,30 de septiembre de 1996,nico elvedi
31 años,4 de marzo de 1991,planas
36 años,27 de enero de 1986,orellana
25 años,25 de agosto de 1997,alende
30 años,15 de abril de 1992,guidetti
29 años,24 de marzo de 1993,guillermo varela
34 años,10 de abril de 1988,igor filipenko
25 años,29 de noviembre de 1997,giuseppe pezzella
NA,NA,jorge mera©
24 años,31 de diciembre de 1997,ludovic blas
30 años,19 de enero de 1992,stefan wannenwetsch
25 años,15 de diciembre de 1996,maurice multhaup
28 años,20 de septiembre de 1994,thomas henry
25 años,8 de agosto de 1997,pape cheikh
27 años,10 de agosto de 1995,mikesteven bahre
54 años,17 de octubre de 1968,cardoso
25 años,2 de febrero de 1997,cameron borthwickjackson
26 años,24 de marzo de 1996,marlon frey
28 años,3 de mayo de 1994,gaetan laborde
26 años,14 de agosto de 1996,joelinton
27 años,12 de julio de 1995,michael zetterer
32 años,8 de septiembre de 1990,tokelo rantie
24 años,11 de agosto de 1998,nicolas janvier
31 años,29 de octubre de 1991,danilo soares
28 años,5 de marzo de 1994,hassane kamara
29 años,17 de abril de 1993,patric
35 años,27 de septiembre de 1987,adam bogdan
26 años,6 de marzo de 1996,valentin vada
31 años,10 de diciembre de 1991,sene
24 años,3 de septiembre de 1998,joni montiel
29 años,19 de diciembre de 1992,muniain
32 años,8 de octubre de 1990,karl darlow
NA,NA,sebastia¡n crista³foro
33 años,9 de febrero de 1989,zhang chengdong
32 años,29 de julio de 1990,guitia¡n
32 años,29 de julio de 1990,guitian
28 años,14 de febrero de 1994,david garcia
24 años,11 de mayo de 1998,fran villalba
28 años,6 de julio de 1994,joan jorda¡n
28 años,14 de febrero de 1994,david garca­a
NA,NA,adalberto pea±aranda
NA,NA,pedro leaa³n
25 años,11 de enero de 1997,lorenzo di livio
24 años,6 de noviembre de 1998,marco tumminello
29 años,25 de septiembre de 1993,arlind ajeti
28 años,2 de marzo de 1994,andrea conti
30 años,26 de noviembre de 1992,emanuele suagher
26 años,7 de septiembre de 1996,alois confais
27 años,31 de diciembre de 1994,babacar gueye
29 años,28 de enero de 1993,mauricio cuero
32 años,11 de diciembre de 1990,alexandre letellier
NA,NA,jeanpierre nsama©
25 años,2 de febrero de 1997,umar sadiq
NA,NA,aa±igo lekue
27 años,31 de octubre de 1995,hamadou karamoko
27 años,22 de septiembre de 1995,antoine rabillard
35 años,3 de agosto de 1987,alexander soderlund
32 años,14 de octubre de 1990,raa­llo
32 años,12 de mayo de 1990,oliver kragl
29 años,12 de febrero de 1993,benik afobe
26 años,3 de abril de 1996,fabian
38 años,16 de noviembre de 1984,mark bunn
26 años,28 de junio de 1996,demarai gray
NA,NA,jona¡s gutia©rrez
28 años,7 de marzo de 1994,jordan pickford
30 años,26 de enero de 1992,salvador ichazo
26 años,21 de febrero de 1996,norbert balogh
NA,NA,ha©ctor
30 años,1 de enero de 1992,charles traore
27 años,20 de marzo de 1995,dorian caddy
27 años,26 de abril de 1995,remi walter
31 años,15 de agosto de 1991,filip mladenovic
30 años,7 de septiembre de 1992,martin hinteregger
32 años,30 de junio de 1990,dario lezcano
29 años,16 de septiembre de 1993,sam byram
32 años,7 de enero de 1990,ivo pinto
33 años,21 de julio de 1989,marco fabian
44 años,10 de junio de 1978,ferdinando coppola
26 años,4 de diciembre de 1996,jota
29 años,21 de agosto de 1993,wilfried zahibo
30 años,29 de septiembre de 1992,marcello trotta
33 años,26 de mayo de 1989,fabrizio poli
33 años,3 de junio de 1989,artem kravets
32 años,6 de octubre de 1990,hotaru yamaguchi
28 años,8 de abril de 1994,laszlo kleinheisler
33 años,9 de febrero de 1989,alassane toure
33 años,3 de junio de 1989,oscar duarte
28 años,23 de marzo de 1994,oussama tannane
33 años,24 de octubre de 1989,ognjen vranjes
24 años,19 de julio de 1998,manu
38 años,11 de junio de 1984,vagner love
27 años,30 de septiembre de 1995,mauro arambarri
32 años,14 de julio de 1990,andrea seculin
26 años,28 de junio de 1996,leon guwara
31 años,30 de diciembre de 1990,bruno henrique
25 años,7 de enero de 1997,leandro putaro
28 años,7 de febrero de 1994,alessandro schopf
26 años,21 de septiembre de 1996,thilo kehrer
26 años,8 de enero de 1996,hiram boateng
33 años,20 de marzo de 1989,matthieu dreyer
30 años,30 de enero de 1992,alexander milosevic
31 años,1 de marzo de 1991,christian kouakou
35 años,10 de mayo de 1987,emmanuel emenike
26 años,14 de febrero de 1996,lucas herna¡ndez
26 años,14 de febrero de 1996,lucas hernandez
36 años,28 de abril de 1986,guilherme siqueira
26 años,15 de octubre de 1996,charly musonda
30 años,15 de abril de 1992,remo freuler
29 años,13 de enero de 1993,stefano sabelli
25 años,26 de febrero de 1997,malcom
26 años,28 de enero de 1996,sebastien salleslamonge
29 años,12 de septiembre de 1993,thomas vincensini
25 años,17 de abril de 1997,philipp ochs
24 años,18 de septiembre de 1998,christian pulisic
28 años,2 de diciembre de 1994,donald love
27 años,6 de septiembre de 1995,bertrand traore
25 años,1992–2017,dionatan teixeira
27 años,21 de mayo de 1995,filippo costa
28 años,12 de enero de 1994,ha©lder costa
38 años,11 de junio de 1984,va¡gner love
30 años,9 de noviembre de 1992,jordan nkololo
29 años,7 de septiembre de 1993,kevin stewart
26 años,30 de enero de 1996,jordan lyden
31 años,10 de julio de 1991,jeffrey gouweleeuw
25 años,1 de octubre de 1997,fabrizio alastra
31 años,12 de mayo de 1991,alex barrera
31 años,27 de abril de 1991,alvaro va¡zquez
25 años,21 de junio de 1997,antony ranieri
27 años,1 de junio de 1995,carlos castro
26 años,28 de diciembre de 1995,mauricio lemos
34 años,26 de diciembre de 1987,amine chermiti
26 años,19 de enero de 1996,marcel hartel
23 años,20 de diciembre de 1998,kylian mbappelottin
26 años,30 de mayo de 1996,aly ndom
NA,NA,georgeska©vin nkoudou
28 años,7 de julio de 1994,ole selnaes
26 años,27 de septiembre de 1996,maxwel cornet
26 años,7 de junio de 1996,gaetan perrin
27 años,8 de febrero de 1995,zakarie labidi
28 años,18 de febrero de 1994,nili
25 años,5 de abril de 1997,borja mayoral
29 años,21 de mayo de 1993,matias kranevitter
32 años,25 de octubre de 1990,florian sotoca
33 años,22 de julio de 1989,leandro damiao
33 años,22 de julio de 1989,leandro damia£o
28 años,1 de diciembre de 1994,federico ricca
26 años,15 de julio de 1996,iver fossum
27 años,27 de mayo de 1995,marius wolf
26 años,10 de marzo de 1996,josip posavec
25 años,31 de octubre de 1997,marcus rashford
30 años,11 de julio de 1992,mohamed elneny
26 años,20 de julio de 1996,olivier kemen
34 años,25 de junio de 1988,montoro
27 años,26 de septiembre de 1995,milos veljkovic
24 años,2 de enero de 1998,timothy fosumensah
28 años,23 de julio de 1994,stephen kingsley
26 años,3 de abril de 1996,fabia¡n
32 años,18 de abril de 1990,oumar niasse
25 años,14 de noviembre de 1997,christopher nkunku
25 años,13 de enero de 1997,joris gnagnon
32 años,9 de marzo de 1990,aras ozbiliz
33 años,25 de febrero de 1989,hernan arsensio perez
33 años,6 de enero de 1989,john tshibumbu
35 años,2 de septiembre de 1987,mohamed larbi
NA,NA,albian ajeti
NA,NA,vasiliy pryima
30 años,17 de marzo de 1992,karim onisiwo
34 años,11 de junio de 1988,jesus ferna¡ndez
26 años,13 de septiembre de 1996,deniz hummet
31 años,5 de febrero de 1991,nabil bahoui
29 años,21 de mayo de 1993,mata­as kranevitter
26 años,20 de julio de 1996,waldemar anton
26 años,3 de mayo de 1996,alex iwobi
24 años,26 de julio de 1998,andre green
